ts_id,date,value,info,pass
CAD=,1999-01-04,1.53,Top,1
CAD=,1999-01-05,1.51,Bottom,1
CAD=,1999-01-18,1.53,Top,1
CAD=,1999-02-08,1.48,Bottom,1
CAD=,1999-03-15,1.53,Top,1
CAD=,1999-03-22,1.5,Bottom,1
CAD=,1999-03-29,1.51,Top,1
CAD=,1999-05-03,1.45,Bottom,1
CAD=,1999-05-10,1.46,Top,1
CAD=,1999-05-11,1.45,Bottom,1
CAD=,1999-05-18,1.47,Top,1
CAD=,1999-05-24,1.45,Bottom,1
CAD=,1999-06-01,1.48,Top,1
CAD=,1999-06-14,1.46,Bottom,1
CAD=,1999-06-29,1.48,Top,1
CAD=,1999-07-02,1.46,Bottom,1
CAD=,1999-07-26,1.51,Top,1
CAD=,1999-08-13,1.48,Bottom,1
CAD=,1999-08-23,1.5,Top,1
CAD=,1999-08-24,1.49,Bottom,1
CAD=,1999-09-02,1.5,Top,1
CAD=,1999-09-13,1.47,Bottom,1
CAD=,1999-09-20,1.48,Top,1
CAD=,1999-09-28,1.46,Bottom,1
CAD=,1999-10-01,1.48,Top,1
CAD=,1999-10-04,1.47,Bottom,1
CAD=,1999-10-18,1.6,Top,1
CAD=,1999-11-12,1.46,Bottom,1
CAD=,1999-12-13,1.48,Top,1
CAD=,1999-12-28,1.45,Bottom,1
CAD=,2000-01-10,1.46,Top,1
CAD=,2000-01-27,1.43,Bottom,1
CAD=,2000-02-14,1.46,Top,1
CAD=,2000-02-16,1.45,Bottom,1
CAD=,2000-03-20,1.47,Top,1
CAD=,2000-03-28,1.45,Bottom,1
CAD=,2000-04-17,1.49,Top,1
CAD=,2000-04-25,1.47,Bottom,1
CAD=,2000-05-04,1.5,Top,1
CAD=,2000-05-08,1.49,Bottom,1
CAD=,2000-05-23,1.51,Top,1
CAD=,2000-06-12,1.47,Bottom,1
CAD=,2000-07-05,1.49,Top,1
CAD=,2000-07-24,1.46,Bottom,1
CAD=,2000-08-07,1.49,Top,1
CAD=,2000-08-17,1.47,Bottom,1
CAD=,2000-08-23,1.49,Top,1
CAD=,2000-09-04,1.47,Bottom,1
CAD=,2000-09-18,1.49,Top,1
CAD=,2000-09-20,1.48,Bottom,1
CAD=,2000-10-02,1.51,Top,1
CAD=,2000-10-03,1.5,Bottom,1
CAD=,2000-11-20,1.56,Top,1
CAD=,2000-12-11,1.52,Bottom,1
CAD=,2000-12-18,1.53,Top,1
CAD=,2001-01-02,1.49,Bottom,1
CAD=,2001-01-23,1.51,Top,1
CAD=,2001-02-01,1.49,Bottom,1
CAD=,2001-02-19,1.54,Top,1
CAD=,2001-02-26,1.53,Bottom,1
CAD=,2001-04-03,1.58,Top,1
CAD=,2001-05-01,1.53,Bottom,1
CAD=,2001-05-11,1.55,Top,1
CAD=,2001-05-17,1.53,Bottom,1
CAD=,2001-05-23,1.55,Top,1
CAD=,2001-06-11,1.52,Bottom,1
CAD=,2001-06-18,1.53,Top,1
CAD=,2001-06-29,1.51,Bottom,1
CAD=,2001-07-23,1.55,Top,1
CAD=,2001-08-06,1.52,Bottom,1
CAD=,2001-09-27,1.58,Top,1
CAD=,2001-10-05,1.56,Bottom,1
CAD=,2001-11-12,1.6,Top,1
CAD=,2001-11-13,1.59,Bottom,1
CAD=,2001-11-21,1.6,Top,1
CAD=,2001-12-14,1.56,Bottom,1
CAD=,2002-01-07,1.6,Top,1
CAD=,2002-01-08,1.59,Bottom,1
CAD=,2002-01-21,1.61,Top,1
CAD=,2002-01-31,1.58,Bottom,1
CAD=,2002-02-04,1.6,Top,1
CAD=,2002-02-11,1.59,Bottom,1
CAD=,2002-02-26,1.61,Top,1
CAD=,2002-03-06,1.58,Bottom,1
CAD=,2002-03-13,1.6,Top,1
CAD=,2002-03-20,1.58,Bottom,1
CAD=,2002-04-01,1.6,Top,1
CAD=,2002-04-02,1.59,Bottom,1
CAD=,2002-04-09,1.6,Top,1
CAD=,2002-06-03,1.53,Bottom,1
CAD=,2002-06-14,1.55,Top,1
CAD=,2002-06-27,1.51,Bottom,1
CAD=,2002-07-02,1.53,Top,1
CAD=,2002-07-09,1.51,Bottom,1
CAD=,2002-08-05,1.6,Top,1
CAD=,2002-08-16,1.55,Bottom,1
CAD=,2002-08-19,1.57,Top,1
CAD=,2002-08-27,1.55,Bottom,1
CAD=,2002-09-12,1.59,Top,1
CAD=,2002-09-19,1.57,Bottom,1
CAD=,2002-09-30,1.59,Top,1
CAD=,2002-10-01,1.58,Bottom,1
CAD=,2002-10-08,1.6,Top,1
CAD=,2002-11-04,1.56,Bottom,1
CAD=,2002-11-18,1.59,Top,1
CAD=,2002-12-17,1.55,Bottom,1
CAD=,2002-12-30,1.58,Top,1
CAD=,2003-01-23,1.52,Bottom,1
CAD=,2003-01-28,1.53,Top,1
CAD=,2003-02-03,1.52,Bottom,1
CAD=,2003-02-10,1.53,Top,1
CAD=,2003-03-05,1.47,Bottom,1
CAD=,2003-03-21,1.49,Top,1
CAD=,2003-03-27,1.46,Bottom,1
CAD=,2003-04-03,1.48,Top,1
CAD=,2003-05-20,1.35,Bottom,1
CAD=,2003-05-28,1.38,Top,1
CAD=,2003-06-13,1.33,Bottom,1
CAD=,2003-06-23,1.36,Top,1
CAD=,2003-07-02,1.34,Bottom,1
CAD=,2003-07-22,1.42,Top,1
CAD=,2003-07-29,1.38,Bottom,1
CAD=,2003-08-04,1.41,Top,1
CAD=,2003-08-11,1.38,Bottom,1
CAD=,2003-08-21,1.41,Top,1
CAD=,2003-10-22,1.3,Bottom,1
CAD=,2003-11-06,1.34,Top,1
CAD=,2003-11-18,1.3,Bottom,1
CAD=,2003-11-24,1.32,Top,1
CAD=,2003-12-01,1.3,Bottom,1
CAD=,2003-12-19,1.34,Top,1
CAD=,2004-01-09,1.27,Bottom,1
CAD=,2004-02-02,1.34,Top,1
CAD=,2004-02-17,1.31,Bottom,1
CAD=,2004-02-23,1.34,Top,1
CAD=,2004-03-08,1.32,Bottom,1
CAD=,2004-03-17,1.34,Top,1
CAD=,2004-03-29,1.31,Bottom,1
CAD=,2004-05-17,1.4,Top,1
CAD=,2004-06-07,1.35,Bottom,1
CAD=,2004-06-14,1.37,Top,1
CAD=,2004-07-16,1.31,Bottom,1
CAD=,2004-07-26,1.33,Top,1
CAD=,2004-08-19,1.3,Bottom,1
CAD=,2004-08-30,1.32,Top,1
CAD=,2004-11-08,1.19,Bottom,1
CAD=,2004-11-18,1.21,Top,1
CAD=,2004-11-24,1.18,Bottom,1
CAD=,2004-12-22,1.24,Top,1
CAD=,2004-12-30,1.2,Bottom,1
CAD=,2005-01-06,1.24,Top,1
CAD=,2005-01-12,1.2,Bottom,1
CAD=,2005-02-07,1.26,Top,1
CAD=,2005-02-22,1.22,Bottom,1
CAD=,2005-03-01,1.24,Top,1
CAD=,2005-03-16,1.2,Bottom,1
CAD=,2005-03-28,1.22,Top,1
CAD=,2005-03-29,1.21,Bottom,1
CAD=,2005-05-03,1.26,Top,1
CAD=,2005-05-05,1.24,Bottom,1
CAD=,2005-05-16,1.27,Top,1
CAD=,2005-06-06,1.24,Bottom,1
CAD=,2005-06-09,1.26,Top,1
CAD=,2005-06-20,1.23,Bottom,1
CAD=,2005-07-01,1.24,Top,1
CAD=,2005-07-12,1.2,Bottom,1
CAD=,2005-07-26,1.23,Top,1
CAD=,2005-08-11,1.2,Bottom,1
CAD=,2005-08-18,1.22,Top,1
CAD=,2005-09-19,1.17,Bottom,1
CAD=,2005-09-27,1.18,Top,1
CAD=,2005-09-30,1.16,Bottom,1
CAD=,2005-10-14,1.19,Top,1
CAD=,2005-10-20,1.12,Bottom,1
CAD=,2005-10-24,1.19,Top,1
CAD=,2005-10-26,1.17,Bottom,1
CAD=,2005-11-14,1.19,Top,1
CAD=,2005-12-12,1.15,Bottom,1
CAD=,2005-12-19,1.17,Top,1
CAD=,2006-01-04,1.15,Bottom,1
CAD=,2006-01-09,1.17,Top,1
CAD=,2006-01-31,1.14,Bottom,1
CAD=,2006-02-15,1.16,Top,1
CAD=,2006-03-02,1.13,Bottom,1
CAD=,2006-03-27,1.17,Top,1
CAD=,2006-05-09,1.1,Bottom,1
CAD=,2006-05-23,1.12,Top,1
CAD=,2006-05-30,1.1,Bottom,1
CAD=,2006-06-26,1.12,Top,1
CAD=,2006-07-03,1.11,Bottom,1
CAD=,2006-07-24,1.14,Top,1
CAD=,2006-08-07,1.12,Bottom,1
CAD=,2006-08-14,1.13,Top,1
CAD=,2006-08-31,1.1,Bottom,1
CAD=,2006-09-19,1.13,Top,1
CAD=,2006-09-26,1.11,Bottom,1
CAD=,2006-10-16,1.14,Top,1
CAD=,2006-10-31,1.12,Bottom,1
CAD=,2006-11-17,1.15,Top,1
CAD=,2006-11-24,1.13,Bottom,1
CAD=,2006-12-18,1.16,Top,1
CAD=,2006-12-19,1.15,Bottom,1
CAD=,2007-01-08,1.18,Top,1
CAD=,2007-01-12,1.17,Bottom,1
CAD=,2007-02-02,1.19,Top,1
CAD=,2007-02-19,1.16,Bottom,1
CAD=,2007-03-05,1.18,Top,1
CAD=,2007-03-09,1.17,Bottom,1
CAD=,2007-03-14,1.18,Top,1
CAD=,2007-06-04,1.06,Bottom,1
CAD=,2007-06-21,1.08,Top,1
CAD=,2007-07-06,1.05,Bottom,1
CAD=,2007-07-11,1.06,Top,1
CAD=,2007-07-16,1.04,Bottom,1
CAD=,2007-07-30,1.07,Top,1
CAD=,2007-08-06,1.05,Bottom,1
CAD=,2007-08-15,1.08,Top,1
CAD=,2007-08-24,1.05,Bottom,1
CAD=,2007-09-07,1.06,Top,1
CAD=,2007-11-06,0.92,Bottom,1
CAD=,2007-12-13,1.02,Top,1
CAD=,2007-12-26,0.98,Bottom,1
CAD=,2008-01-17,1.03,Top,1
CAD=,2008-01-30,0.99,Bottom,1
CAD=,2008-02-19,1.02,Top,1
CAD=,2008-02-28,0.97,Bottom,1
CAD=,2008-03-10,1,Top,1
CAD=,2008-03-11,0.99,Bottom,1
CAD=,2008-03-31,1.03,Top,1
CAD=,2008-04-03,1,Bottom,1
CAD=,2008-04-09,1.02,Top,1
CAD=,2008-04-16,1,Bottom,1
CAD=,2008-04-23,1.02,Top,1
CAD=,2008-05-21,0.98,Bottom,1
CAD=,2008-06-13,1.03,Top,1
CAD=,2008-06-23,1.01,Bottom,1
CAD=,2008-07-07,1.02,Top,1
CAD=,2008-07-15,1,Bottom,1
CAD=,2008-08-11,1.07,Top,1
CAD=,2008-08-21,1.05,Bottom,1
CAD=,2008-09-11,1.08,Top,1
CAD=,2008-09-22,1.03,Bottom,1
CAD=,2008-10-10,1.2,Top,1
CAD=,2008-10-13,1.16,Bottom,1
CAD=,2008-10-27,1.29,Top,1
CAD=,2008-11-04,1.15,Bottom,1
CAD=,2008-11-21,1.29,Top,1
CAD=,2008-11-25,1.23,Bottom,1
CAD=,2008-12-04,1.28,Top,1
CAD=,2008-12-17,1.2,Bottom,1
CAD=,2008-12-30,1.23,Top,1
CAD=,2009-01-06,1.18,Bottom,1
CAD=,2009-01-20,1.27,Top,1
CAD=,2009-01-28,1.22,Bottom,1
CAD=,2009-02-02,1.24,Top,1
CAD=,2009-02-09,1.22,Bottom,1
CAD=,2009-03-09,1.3,Top,1
CAD=,2009-03-23,1.23,Bottom,1
CAD=,2009-03-30,1.26,Top,1
CAD=,2009-04-14,1.21,Bottom,1
CAD=,2009-04-20,1.24,Top,1
CAD=,2009-05-08,1.15,Bottom,1
CAD=,2009-05-15,1.18,Top,1
CAD=,2009-06-02,1.08,Bottom,1
CAD=,2009-06-29,1.16,Top,1
CAD=,2009-07-01,1.15,Bottom,1
CAD=,2009-07-08,1.17,Top,1
CAD=,2009-08-03,1.07,Bottom,1
CAD=,2009-08-17,1.11,Top,1
CAD=,2009-08-24,1.08,Bottom,1
CAD=,2009-09-02,1.11,Top,1
CAD=,2009-09-15,1.07,Bottom,1
CAD=,2009-09-28,1.09,Top,1
CAD=,2009-10-14,1.03,Bottom,1
CAD=,2009-11-02,1.08,Top,1
CAD=,2009-11-16,1.05,Bottom,1
CAD=,2009-11-23,1.06,Top,1
CAD=,2009-12-01,1.04,Bottom,1
CAD=,2009-12-17,1.07,Top,1
CAD=,2010-01-14,1.02,Bottom,1
CAD=,2010-02-04,1.07,Top,1
CAD=,2010-02-16,1.04,Bottom,1
CAD=,2010-02-23,1.06,Top,1
CAD=,2010-03-16,1.01,Bottom,1
CAD=,2010-03-26,1.03,Top,1
CAD=,2010-04-05,1,Bottom,1
CAD=,2010-04-19,1.02,Top,1
CAD=,2010-04-20,1,Bottom,1
CAD=,2010-05-06,1.07,Top,1
CAD=,2010-05-10,1.02,Bottom,1
CAD=,2010-05-25,1.07,Top,1
CAD=,2010-06-16,1.02,Bottom,1
CAD=,2010-07-02,1.07,Top,1
CAD=,2010-07-13,1.03,Bottom,1
CAD=,2010-07-19,1.05,Top,1
CAD=,2010-08-02,1.02,Bottom,1
CAD=,2010-08-31,1.07,Top,1
CAD=,2010-10-13,1,Bottom,1
CAD=,2010-10-27,1.03,Top,1
CAD=,2010-11-08,1,Bottom,1
CAD=,2010-11-22,1.02,Top,1
CAD=,2010-11-24,1.01,Bottom,1
CAD=,2010-11-30,1.03,Top,1
CAD=,2010-12-02,1,Bottom,1
CAD=,2010-12-06,1.01,Top,1
CAD=,2010-12-15,1,Bottom,1
CAD=,2010-12-20,1.02,Top,1
CAD=,2011-01-10,0.99,Bottom,1
CAD=,2011-01-31,1,Top,1
CAD=,2011-02-01,0.99,Bottom,1
CAD=,2011-02-08,1,Top,1
CAD=,2011-02-17,0.98,Bottom,1
CAD=,2011-02-22,0.99,Top,1
CAD=,2011-02-28,0.97,Bottom,1
CAD=,2011-03-15,0.99,Top,1
CAD=,2011-04-25,0.95,Bottom,1
CAD=,2011-05-23,0.98,Top,1
CAD=,2011-06-14,0.97,Bottom,1
CAD=,2011-06-24,0.99,Top,1
CAD=,2011-07-26,0.94,Bottom,1
CAD=,2011-08-08,0.99,Top,1
CAD=,2011-08-09,0.98,Bottom,1
CAD=,2011-08-22,0.99,Top,1
CAD=,2011-08-26,0.98,Bottom,1
CAD=,2011-09-09,1,Top,1
CAD=,2011-09-15,0.98,Bottom,1
CAD=,2011-10-03,1.05,Top,1
CAD=,2011-10-27,0.99,Bottom,1
CAD=,2011-11-23,1.05,Top,1
CAD=,2011-12-06,1.01,Bottom,1
CAD=,2011-12-14,1.04,Top,1
CAD=,2012-01-03,1.01,Bottom,1
CAD=,2012-01-06,1.03,Top,1
CAD=,2012-02-07,0.99,Bottom,1
CAD=,2012-02-13,1,Top,1
CAD=,2012-02-20,0.99,Bottom,1
CAD=,2012-02-27,1,Top,1
CAD=,2012-02-29,0.99,Bottom,1
CAD=,2012-03-06,1,Top,1
CAD=,2012-03-12,0.99,Bottom,1
CAD=,2012-04-09,1,Top,1
CAD=,2012-04-25,0.98,Bottom,1
CAD=,2012-06-04,1.04,Top,1
CAD=,2012-06-18,1.02,Bottom,1
CAD=,2012-06-25,1.03,Top,1
CAD=,2012-07-04,1.01,Bottom,1
CAD=,2012-07-09,1.02,Top,1
CAD=,2012-07-16,1.01,Bottom,1
CAD=,2012-07-24,1.02,Top,1
CAD=,2012-09-12,0.97,Bottom,1
CAD=,2012-10-04,0.99,Top,1
CAD=,2012-10-08,0.98,Bottom,1
CAD=,2012-10-29,1,Top,1
CAD=,2012-11-07,0.99,Bottom,1
CAD=,2012-11-19,1,Top,1
CAD=,2012-12-18,0.98,Bottom,1
CAD=,2012-12-31,0.99,Top,1
CAD=,2013-01-11,0.98,Bottom,1
CAD=,2013-01-28,1.01,Top,1
CAD=,2013-02-04,1,Bottom,1
CAD=,2013-03-04,1.03,Top,1
CAD=,2013-03-15,1.02,Bottom,1
CAD=,2013-03-20,1.03,Top,1
CAD=,2013-04-11,1.01,Bottom,1
CAD=,2013-04-22,1.03,Top,1
CAD=,2013-05-08,1,Bottom,1
CAD=,2013-06-03,1.04,Top,1
CAD=,2013-06-10,1.02,Bottom,1
CAD=,2013-07-08,1.06,Top,1
CAD=,2013-07-29,1.03,Bottom,1
CAD=,2013-08-05,1.04,Top,1
CAD=,2013-08-12,1.03,Bottom,1
CAD=,2013-09-03,1.06,Top,1
CAD=,2013-09-19,1.02,Bottom,1
CAD=,2013-10-14,1.04,Top,1
CAD=,2013-10-17,1.03,Bottom,1
CAD=,2013-11-11,1.05,Top,1
CAD=,2013-11-14,1.04,Bottom,1
CAD=,2013-12-09,1.07,Top,1
CAD=,2013-12-10,1.06,Bottom,1
CAD=,2013-12-19,1.07,Top,1
CAD=,2013-12-23,1.06,Bottom,1
CAD=,2014-01-30,1.12,Top,1
CAD=,2014-02-17,1.1,Bottom,1
CAD=,2014-02-24,1.11,Top,1
CAD=,2014-03-06,1.1,Bottom,1
CAD=,2014-03-20,1.12,Top,1
CAD=,2014-04-09,1.09,Bottom,1
CAD=,2014-04-28,1.1,Top,1
CAD=,2014-05-09,1.08,Bottom,1
CAD=,2014-05-19,1.09,Top,1
CAD=,2014-05-30,1.08,Bottom,1
CAD=,2014-06-09,1.09,Top,1
CAD=,2014-07-10,1.06,Bottom,1
CAD=,2014-07-16,1.08,Top,1
CAD=,2014-07-21,1.07,Bottom,1
CAD=,2014-08-11,1.1,Top,1
CAD=,2014-08-12,1.09,Bottom,1
CAD=,2014-08-25,1.1,Top,1
CAD=,2014-09-01,1.09,Bottom,1
CAD=,2014-09-15,1.11,Top,1
CAD=,2014-09-19,1.09,Bottom,1
CAD=,2014-10-06,1.13,Top,1
CAD=,2014-10-07,1.11,Bottom,1
CAD=,2014-10-20,1.13,Top,1
CAD=,2014-10-27,1.12,Bottom,1
CAD=,2014-11-11,1.14,Top,1
CAD=,2014-11-24,1.12,Bottom,1
CAD=,2014-12-16,1.17,Top,1
CAD=,2014-12-29,1.16,Bottom,1
CAD=,2015-02-02,1.27,Top,1
CAD=,2015-02-04,1.24,Bottom,1
CAD=,2015-02-11,1.26,Top,1
CAD=,2015-02-18,1.23908,Bottom,1
CAD=,2015-02-24,1.2573,Top,1
CAD=,2015-03-05,1.24244,Bottom,1
CAD=,2015-03-16,1.28166,Top,1
CAD=,2015-03-27,1.24794,Bottom,1
CAD=,2015-04-01,1.2688,Top,1
CAD=,2015-04-07,1.24745,Bottom,1
CAD=,2015-04-14,1.2592,Top,1
